46.395282	11.296045
46.396194	11.296684
46.395728	11.296397
46.398088	11.297912
46.397620	11.297609
46.398562	11.298223
46.398329	11.298071
46.399505	11.298827
46.399387	11.298763
46.400930	11.299768
46.400478	11.299476
46.401877	11.300383
46.401488	11.300130
46.402291	11.300654
46.401882	11.300388
46.402824	11.301002
46.402539	11.300817
46.403771	11.301622
46.403597	11.301504
46.405180	11.302526
46.404723	11.302231
46.396596	11.296936
46.396303	11.296754
46.397441	11.297491
46.397275	11.297384
46.398867	11.298422
46.398568	11.298229
46.399378	11.298746
46.399041	11.298529
46.399509	11.298838
46.399446	11.298800
46.400308	11.299361
46.399988	11.299151
46.403295	11.301308
46.402844	11.301016
46.403671	11.301544
46.403615	11.301509
46.404579	11.302137
46.404250	11.301922
46.395719	11.296391
46.395462	11.296247
46.397041	11.297223
46.396677	11.296987
46.397615	11.297604
46.397450	11.297497
46.398318	11.298063
46.398096	11.297918
46.398523	11.298199
46.398458	11.298154
46.399448	11.298795
46.399394	11.298757
46.399727	11.298974
46.399515	11.298835
46.401248	11.299964
46.400935	11.299763
46.401716	11.300230
46.402716	11.300922
46.402668	11.300892
46.403519	11.301445
46.403303	11.301305
46.403769	11.301600
46.403715	11.301568
46.404244	11.301917
46.403824	11.301646
